epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,97573.6,1.02062,0.63307,0.99661,0.86672,0.95039,0.93371,0.61752,1.19014,0.64275,1.1172,0.000491,0.000491,0.000491
48,99596.1,1.0239,0.64218,0.99159,0.86226,0.91397,0.8932,0.59246,1.1941,0.74269,1.1269,0.0004745,0.0004745,0.0004745
49,101680,1.00849,0.64316,0.9917,0.8539,0.93942,0.93547,0.64003,1.16941,0.66924,1.12129,0.000458,0.000458,0.000458
50,103655,1.00388,0.6289,0.98629,0.86233,0.96468,0.9369,0.64165,1.16148,0.64277,1.10872,0.0004415,0.0004415,0.0004415
51,105667,1.00277,0.63837,0.98715,0.88868,0.9298,0.93087,0.62192,1.17818,0.67755,1.10996,0.000425,0.000425,0.000425
52,107586,0.99654,0.61953,0.98704,0.87319,0.92654,0.93127,0.62678,1.13768,0.65643,1.10471,0.0004085,0.0004085,0.0004085
53,109599,0.99716,0.6231,0.9869,0.87193,0.93862,0.92811,0.61395,1.19029,0.65746,1.11524,0.000392,0.000392,0.000392
54,111681,1.00061,0.63393,0.98826,0.88282,0.92392,0.92286,0.62994,1.15141,0.63888,1.11034,0.0003755,0.0003755,0.0003755
55,113701,0.99245,0.61424,0.98315,0.89087,0.92392,0.92279,0.61649,1.16226,0.6684,1.11637,0.000359,0.000359,0.000359
56,115783,0.97221,0.60443,0.97804,0.86146,0.95039,0.92861,0.62603,1.16138,0.64128,1.11562,0.0003425,0.0003425,0.0003425
57,117828,0.97756,0.6157,0.98509,0.88439,0.92182,0.92676,0.63978,1.15112,0.63633,1.11165,0.000326,0.000326,0.000326
58,119895,0.96547,0.60199,0.97698,0.86983,0.92594,0.94123,0.65001,1.15216,0.63481,1.11694,0.0003095,0.0003095,0.0003095
59,121879,0.96634,0.60465,0.9718,0.88111,0.92392,0.93331,0.64175,1.15594,0.63287,1.13254,0.000293,0.000293,0.000293
60,123979,0.96126,0.60252,0.97644,0.91467,0.92704,0.93667,0.64777,1.14711,0.64928,1.11475,0.0002765,0.0002765,0.0002765
61,126077,0.95388,0.60683,0.97639,0.88573,0.9298,0.93843,0.63625,1.18254,0.65696,1.11867,0.00026,0.00026,0.00026
62,128213,0.94858,0.59199,0.9707,0.90055,0.91286,0.93858,0.65394,1.1629,0.64297,1.1198,0.0002435,0.0002435,0.0002435
63,130332,0.95024,0.59879,0.97161,0.8638,0.95039,0.93062,0.62858,1.17377,0.65026,1.12803,0.000227,0.000227,0.000227
64,132538,0.93067,0.58839,0.96813,0.88756,0.92416,0.9372,0.63381,1.17746,0.62143,1.1304,0.0002105,0.0002105,0.0002105
65,134608,0.93135,0.59822,0.96663,0.88039,0.96023,0.94171,0.65171,1.14288,0.63365,1.11221,0.000194,0.000194,0.000194
66,136450,0.89384,0.59593,0.9646,0.91024,0.92702,0.93481,0.63317,1.15805,0.64335,1.11215,0.0001775,0.0001775,0.0001775
67,138329,0.88517,0.58728,0.96859,0.86227,0.95574,0.94172,0.64976,1.152,0.63895,1.12113,0.000161,0.000161,0.000161
68,140246,0.86196,0.57026,0.95824,0.87389,0.95559,0.94057,0.6373,1.15512,0.62282,1.11733,0.0001445,0.0001445,0.0001445
69,142162,0.85873,0.57225,0.95082,0.90006,0.93585,0.9377,0.64012,1.15239,0.62367,1.11908,0.000128,0.000128,0.000128
70,144130,0.84343,0.56764,0.94426,0.90157,0.93568,0.94114,0.63404,1.16218,0.6153,1.11386,0.0001115,0.0001115,0.0001115
71,146305,0.83969,0.5576,0.94984,0.85877,0.97637,0.9359,0.63543,1.15772,0.60548,1.11704,9.5e-05,9.5e-05,9.5e-05
72,148318,0.82481,0.55524,0.94391,0.87837,0.96509,0.94011,0.6361,1.13961,0.60226,1.11474,7.85e-05,7.85e-05,7.85e-05
73,150108,0.83352,0.55235,0.94069,0.88636,0.95627,0.94171,0.64248,1.15207,0.60083,1.11491,6.2e-05,6.2e-05,6.2e-05
74,152020,0.82804,0.55421,0.93199,0.88809,0.95147,0.94163,0.64309,1.1481,0.61078,1.11561,4.55e-05,4.55e-05,4.55e-05
75,153819,0.82483,0.57033,0.9463,0.88908,0.95262,0.94165,0.64237,1.15441,0.60809,1.11252,2.9e-05,2.9e-05,2.9e-05
