epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,21754.9,1.18775,0.9708,1.05226,0.90217,0.93411,0.95711,0.62815,1.22508,0.80327,1.03731,0.00048275,0.00048275,0.00048275
33,22450.7,1.1814,0.9468,1.03794,0.89261,0.90912,0.95294,0.61153,1.05304,0.83013,1.02756,0.000458,0.000458,0.000458
34,23124.6,1.16482,0.94414,1.04527,0.94469,0.92227,0.97033,0.63047,1.19367,0.80333,1.02696,0.00043325,0.00043325,0.00043325
35,23870.3,1.15817,0.92429,1.02371,0.93984,0.92351,0.97286,0.64987,1.18259,0.85306,1.04078,0.0004085,0.0004085,0.0004085
36,24641.6,1.17292,0.93567,1.03217,0.92838,0.92859,0.97092,0.63163,1.29371,0.83184,1.03583,0.00038375,0.00038375,0.00038375
37,25331,1.15172,0.90509,1.03691,0.92836,0.95,0.97364,0.63721,1.11295,0.84464,1.03057,0.000359,0.000359,0.000359
38,26047.7,1.15282,0.88992,1.02861,0.86276,0.97233,0.96549,0.63505,1.16502,0.85667,1.02553,0.00033425,0.00033425,0.00033425
39,26734.4,1.15465,0.88439,1.02623,0.86603,0.89388,0.92099,0.62578,1.18499,0.84251,1.02252,0.0003095,0.0003095,0.0003095
40,27404.9,1.11999,0.8753,1.0144,0.90672,0.94069,0.95834,0.638,1.16983,0.88789,1.00883,0.00028475,0.00028475,0.00028475
41,28134.2,1.13879,0.94997,1.04677,0.90415,0.89356,0.9452,0.62295,1.19243,0.93009,1.02361,0.00026,0.00026,0.00026
42,28808.2,1.10077,0.91827,1.02317,0.86621,0.95,0.95647,0.64364,1.17111,0.82096,1.0211,0.00023525,0.00023525,0.00023525
43,29487.5,1.08873,0.86622,1.02107,0.92201,0.94612,0.9613,0.65349,1.18379,0.80237,1.02593,0.0002105,0.0002105,0.0002105
44,30079.9,1.0924,0.86601,1.00567,0.92746,0.93576,0.9681,0.64892,1.06424,0.78062,1.01584,0.00018575,0.00018575,0.00018575
45,30734.4,1.07148,0.83416,1.00975,0.94602,0.9213,0.96673,0.65697,1.03163,0.79632,1.00834,0.000161,0.000161,0.000161
46,31440.8,1.0889,0.8576,1.00938,0.93189,0.93966,0.96381,0.66832,1.07115,0.72211,1.02346,0.00013625,0.00013625,0.00013625
47,32094.8,1.06853,0.8267,1.00799,0.92478,0.92917,0.96423,0.668,1.12749,0.71145,1.001,0.0001115,0.0001115,0.0001115
48,32681.1,1.06161,0.82789,1.00417,0.91773,0.95,0.96972,0.66056,1.12678,0.73811,1.01952,8.675e-05,8.675e-05,8.675e-05
49,33251.5,1.05164,0.81698,0.99841,0.91113,0.95,0.96962,0.6635,1.12376,0.75992,1.0192,6.2e-05,6.2e-05,6.2e-05
50,33888.2,1.04348,0.8051,0.99236,0.90969,0.93332,0.96255,0.65358,1.12151,0.76645,1.00627,3.725e-05,3.725e-05,3.725e-05
