epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1301.18,1.28136,1.55771,1.05168,0.77575,0.42753,0.73979,0.40635,1.4969,2.70632,1.19841,0.000588767,0.000588767,0.000588767
19,1358.26,1.24696,1.47891,1.07254,0.84162,0.43284,0.78087,0.4303,1.49009,2.71598,1.2051,0.000603375,0.000603375,0.000603375
20,1417.52,1.2934,1.43177,1.09306,0.96187,0.29451,0.80795,0.43579,1.52956,2.7096,1.22426,0.000616003,0.000616003,0.000616003
21,1473.56,1.25172,1.37867,1.07017,0.93667,0.32652,0.88603,0.5159,1.45868,2.46669,1.22838,0.00062665,0.00062665,0.00062665
22,1527.81,1.21425,1.36668,1.04967,0.98569,0.61281,0.89921,0.5371,1.31983,2.22608,1.1807,0.000635318,0.000635318,0.000635318
23,1579.81,1.24417,1.35685,1.07317,0.87592,0.62072,0.87868,0.51168,1.36391,2.2906,1.17404,0.000642005,0.000642005,0.000642005
24,1634.91,1.187,1.33521,1.06257,0.79474,0.59111,0.84264,0.48732,1.42576,2.27665,1.16852,0.000646713,0.000646713,0.000646713
25,1706.65,1.16236,1.30262,1.04254,0.83056,0.72385,0.86974,0.48493,1.44674,1.9801,1.16448,0.00064944,0.00064944,0.00064944
26,1782.64,1.2249,1.28858,1.0292,0.87259,0.85643,0.9197,0.50738,1.4216,1.748,1.14922,0.00063125,0.00063125,0.00063125
27,1837.97,1.21221,1.31915,1.03157,0.84241,0.89417,0.91989,0.52804,1.38865,1.7424,1.14694,0.0006065,0.0006065,0.0006065
28,1896.72,1.23748,1.36041,1.07016,0.79301,0.90574,0.9011,0.5275,1.38353,1.80047,1.14719,0.00058175,0.00058175,0.00058175
29,1971.3,1.2171,1.27559,1.05277,0.80436,0.92228,0.90059,0.53102,1.37035,1.68395,1.14663,0.000557,0.000557,0.000557
30,2022.61,1.18426,1.24932,1.0514,0.90269,0.92622,0.95632,0.57787,1.34302,1.43928,1.14801,0.00053225,0.00053225,0.00053225
31,2076.56,1.10487,1.14461,1.01946,0.96185,0.94399,0.98537,0.59926,1.30189,1.26306,1.13962,0.0005075,0.0005075,0.0005075
32,2134.05,1.12369,1.16266,1.02919,0.90855,0.86831,0.97402,0.61326,1.24302,1.26908,1.12184,0.00048275,0.00048275,0.00048275
33,2205.23,1.10565,1.16401,1.02118,0.76173,0.98701,0.95292,0.59363,1.24173,1.32892,1.11367,0.000458,0.000458,0.000458
34,2267.84,1.12827,1.18435,1.02262,0.78489,0.9666,0.96849,0.60013,1.24077,1.34984,1.11146,0.00043325,0.00043325,0.00043325
35,2326.99,1.16505,1.16065,1.01725,0.89721,0.92192,0.97214,0.60996,1.23399,1.29114,1.10963,0.0004085,0.0004085,0.0004085
36,2404.16,1.10608,1.13422,1.00536,0.91967,0.97087,0.97355,0.60189,1.22028,1.241,1.11617,0.00038375,0.00038375,0.00038375
37,2462.13,1.11831,1.07574,1.02949,0.88523,0.96619,0.93941,0.59038,1.22537,1.21198,1.12015,0.000359,0.000359,0.000359
38,2511.39,1.11658,1.1321,1.05024,0.88253,0.93381,0.93504,0.58167,1.23451,1.21649,1.12192,0.00033425,0.00033425,0.00033425
39,2561.64,1.11813,1.1399,1.03154,0.90006,0.88704,0.94318,0.58821,1.21926,1.2416,1.11293,0.0003095,0.0003095,0.0003095
40,2623.38,1.11312,1.10727,1.0277,0.8378,0.93533,0.95536,0.60034,1.21108,1.2837,1.10521,0.00028475,0.00028475,0.00028475
41,2685.11,1.12513,1.30282,1.04061,0.83074,0.92841,0.9596,0.61593,1.21379,1.34443,1.10241,0.00026,0.00026,0.00026
42,2737.63,1.13704,1.2794,1.02863,0.84943,0.95306,0.96217,0.6479,1.20529,1.37034,1.10462,0.00023525,0.00023525,0.00023525
43,2805.41,1.14449,1.27939,1.04514,0.88792,0.9372,0.96952,0.65537,1.18446,1.32971,1.10819,0.0002105,0.0002105,0.0002105
44,2863.2,1.05237,1.2767,1.00007,0.92458,0.92936,0.96893,0.64863,1.17625,1.27315,1.10666,0.00018575,0.00018575,0.00018575
45,2933.51,1.07343,1.29044,1.06494,0.91616,0.89566,0.97119,0.65893,1.16573,1.19189,1.09683,0.000161,0.000161,0.000161
46,2979.46,1.0894,1.21662,0.98871,0.87275,0.98169,0.967,0.64931,1.15627,1.13931,1.08692,0.00013625,0.00013625,0.00013625
47,3047.97,1.0439,1.19022,1.0371,0.90627,0.95387,0.97051,0.65964,1.15622,1.1239,1.08033,0.0001115,0.0001115,0.0001115
48,3101.1,1.11985,1.29217,1.02869,0.90175,0.93454,0.97031,0.65642,1.15726,1.12041,1.07694,8.675e-05,8.675e-05,8.675e-05
49,3158.33,1.00646,1.16045,1.00347,0.92332,0.94733,0.97488,0.6554,1.16046,1.11514,1.07529,6.2e-05,6.2e-05,6.2e-05
50,3215.51,1.01391,1.14237,0.99202,0.92285,0.95077,0.97601,0.65939,1.15195,1.10007,1.07155,3.725e-05,3.725e-05,3.725e-05
