epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,9763.61,1.20978,0.927,1.05532,0.79079,0.95711,0.92691,0.60379,1.19554,0.83768,1.12666,0.000755,0.000755,0.000755
32,10075.7,1.19916,0.9156,1.05107,0.85531,0.87834,0.8895,0.60262,1.21186,0.85401,1.15193,0.0007385,0.0007385,0.0007385
33,10382.3,1.17216,0.88408,1.05155,0.74204,0.93364,0.88629,0.59067,1.16386,0.86504,1.12011,0.000722,0.000722,0.000722
34,10696,1.19256,0.88481,1.04987,0.79456,0.90058,0.8954,0.56748,1.22716,0.88201,1.11388,0.0007055,0.0007055,0.0007055
35,11018.9,1.20219,0.89361,1.04377,0.88205,0.92957,0.9325,0.62229,1.20703,0.80548,1.12982,0.000689,0.000689,0.000689
36,11309,1.16776,0.88515,1.04013,0.83366,0.88525,0.92082,0.5625,1.26845,0.86916,1.13565,0.0006725,0.0006725,0.0006725
37,11633.2,1.17027,0.89652,1.04604,0.89733,0.88994,0.91259,0.60729,1.14919,0.77917,1.12143,0.000656,0.000656,0.000656
38,11982.8,1.16758,0.87582,1.03566,0.78261,0.93568,0.91307,0.57541,1.18007,0.80644,1.15492,0.0006395,0.0006395,0.0006395
39,12300.6,1.1793,0.86714,1.03777,0.85223,0.90333,0.89712,0.59494,1.1467,0.80674,1.12839,0.000623,0.000623,0.000623
40,12629.4,1.15624,0.87044,1.04083,0.84659,0.91215,0.92659,0.61179,1.19431,0.77852,1.14845,0.0006065,0.0006065,0.0006065
41,12915,1.1347,0.86267,1.0233,0.80398,0.91362,0.91308,0.60301,1.19326,0.80896,1.1354,0.00059,0.00059,0.00059
42,13260.9,1.14937,0.87141,1.03609,0.83278,0.94451,0.89932,0.6077,1.18379,0.78426,1.15414,0.0005735,0.0005735,0.0005735
43,13550.8,1.14131,0.83082,1.03141,0.82349,0.96166,0.92127,0.60462,1.21608,0.80078,1.15675,0.000557,0.000557,0.000557
44,13856.8,1.13309,0.8386,1.02422,0.80436,0.96215,0.92287,0.64012,1.19438,0.7586,1.13598,0.0005405,0.0005405,0.0005405
45,14162.5,1.12945,0.83328,1.02569,0.88016,0.89588,0.9158,0.61605,1.16981,0.78108,1.13217,0.000524,0.000524,0.000524
46,14477.8,1.13908,0.82186,1.01792,0.88228,0.88862,0.93194,0.60539,1.17901,0.75581,1.13322,0.0005075,0.0005075,0.0005075
47,14817.5,1.13169,0.84785,1.03385,0.85144,0.91803,0.92331,0.61829,1.17777,0.77367,1.11378,0.000491,0.000491,0.000491
48,15149.3,1.1125,0.82569,1.02507,0.92771,0.88077,0.9407,0.63912,1.16354,0.74068,1.10688,0.0004745,0.0004745,0.0004745
49,15459.2,1.10898,0.80309,1.0068,0.85299,0.9298,0.93358,0.62959,1.17454,0.7403,1.10569,0.000458,0.000458,0.000458
50,15765.1,1.10638,0.80533,1.01851,0.87209,0.92349,0.93211,0.61513,1.21379,0.75447,1.1057,0.0004415,0.0004415,0.0004415
51,16056.2,1.09384,0.78083,1.00929,0.84943,0.92686,0.91822,0.62645,1.16105,0.74642,1.11368,0.000425,0.000425,0.000425
52,16353.4,1.09731,0.7838,1.01242,0.8713,0.90333,0.92779,0.62569,1.15142,0.73527,1.11362,0.0004085,0.0004085,0.0004085
53,16646.4,1.09683,0.80341,1.00983,0.85604,0.94156,0.9152,0.62238,1.15442,0.73086,1.1132,0.000392,0.000392,0.000392
54,16962.1,1.08193,0.77552,1.01658,0.80211,0.97392,0.92796,0.64173,1.13313,0.70681,1.10798,0.0003755,0.0003755,0.0003755
55,17295.8,1.07273,0.77303,1.00315,0.8565,0.92392,0.92203,0.62413,1.182,0.74441,1.10567,0.000359,0.000359,0.000359
56,17590.3,1.08017,0.77224,1.0087,0.82843,0.95921,0.93174,0.61095,1.20508,0.73786,1.12433,0.0003425,0.0003425,0.0003425
57,17928.3,1.05762,0.76354,1.011,0.86413,0.94844,0.93755,0.62433,1.16215,0.72149,1.09599,0.000326,0.000326,0.000326
58,18329.2,1.06957,0.75802,1.00002,0.86464,0.93568,0.93722,0.64558,1.13564,0.71968,1.10332,0.0003095,0.0003095,0.0003095
59,18703.1,1.05668,0.75382,0.99995,0.86603,0.95586,0.93652,0.64676,1.1325,0.69047,1.10623,0.000293,0.000293,0.000293
60,19006.6,1.04337,0.75286,0.99895,0.85895,0.95842,0.93884,0.65981,1.12753,0.68365,1.10681,0.0002765,0.0002765,0.0002765
61,19322.7,1.04897,0.74608,0.99741,0.85314,0.93862,0.93448,0.65038,1.13142,0.69859,1.11141,0.00026,0.00026,0.00026
62,19643.3,1.05532,0.75215,1.00211,0.85124,0.94745,0.93198,0.64868,1.13041,0.70131,1.12835,0.0002435,0.0002435,0.0002435
63,19985.9,1.05759,0.75981,0.99596,0.84591,0.95039,0.93963,0.63879,1.12277,0.67189,1.09495,0.000227,0.000227,0.000227
64,20291.4,1.04345,0.74464,0.99731,0.85924,0.94745,0.94118,0.6446,1.14438,0.70853,1.10663,0.0002105,0.0002105,0.0002105
65,20601.5,1.02084,0.72776,0.98379,0.87027,0.95627,0.9396,0.65547,1.12338,0.68933,1.1036,0.000194,0.000194,0.000194
66,20898.2,0.99093,0.75665,0.99862,0.86484,0.94451,0.93564,0.64074,1.1371,0.6861,1.10643,0.0001775,0.0001775,0.0001775
67,21194.9,1.00535,0.75073,0.99746,0.84652,0.98274,0.94039,0.64912,1.15529,0.69012,1.10687,0.000161,0.000161,0.000161
68,21511.6,0.97361,0.71932,0.97461,0.84681,0.98634,0.94141,0.64428,1.154,0.6803,1.12337,0.0001445,0.0001445,0.0001445
69,21845.2,0.97669,0.72832,0.9825,0.85887,0.96803,0.93744,0.64362,1.15257,0.67892,1.10563,0.000128,0.000128,0.000128
70,22184.2,0.96034,0.71346,0.98037,0.87448,0.94112,0.93582,0.64042,1.15396,0.68251,1.11123,0.0001115,0.0001115,0.0001115
71,22472.5,0.96719,0.71801,0.97674,0.85631,0.94035,0.93781,0.61931,1.16857,0.69343,1.11278,9.5e-05,9.5e-05,9.5e-05
72,22779.2,0.94203,0.69573,0.97217,0.86817,0.93424,0.93452,0.63225,1.14616,0.67392,1.09999,7.85e-05,7.85e-05,7.85e-05
73,23072.7,0.93823,0.70055,0.96564,0.86689,0.97392,0.93604,0.63808,1.13937,0.67573,1.11176,6.2e-05,6.2e-05,6.2e-05
74,23377.3,0.93793,0.70114,0.9696,0.86581,0.96803,0.94063,0.64612,1.13812,0.67494,1.10132,4.55e-05,4.55e-05,4.55e-05
75,23666.3,0.93027,0.68339,0.9681,0.87184,0.95489,0.93806,0.64196,1.14168,0.67911,1.10253,2.9e-05,2.9e-05,2.9e-05
